Premise 1,Premise 2,Inferred,Gemini Response,Pattern
even LocatedNear sleep,sleep Causes wake up hungry,even Causes wake up hungry,yes,LocatedNear_Causes
even LocatedNear sleep,sleep Causes not feel tire anymore,even Causes not feel tire anymore,yes,LocatedNear_Causes
even LocatedNear sleep,sleep Causes dont feel sleepy anymore,even Causes dont feel sleepy anymore,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes light,sunlight Causes light,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes heat,sunlight Causes heat,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes wrinkle,sunlight Causes wrinkle,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes sunburn,sunlight Causes sunburn,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes life earth,sunlight Causes life earth,yes,LocatedNear_Causes
sunlight LocatedNear sun,sun Causes sun tan,sunlight Causes sun tan,yes,LocatedNear_Causes
alone LocatedNear nothing,nothing Causes nothing done,alone Causes nothing done,yes,LocatedNear_Causes
blow LocatedNear wind,wind Causes wave,blow Causes wave,yes,LocatedNear_Causes
union LocatedNear government,government Causes organize society,union Causes organize society,yes,LocatedNear_Causes
tune LocatedNear music,music Causes emotional response,tune Causes emotional response,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes perspiration help cool body,fit Causes perspiration help cool body,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes burn energy,fit Causes burn energy,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes need food,fit Causes need food,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes become better math,fit Causes become better math,yes,LocatedNear_Causes
fit LocatedNear exercise,exercise Causes sometimes feel fatigue,fit Causes sometimes feel fatigue,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes buy not need,sale Causes buy not need,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes little money leave,sale Causes little money leave,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes acquire object,sale Causes acquire object,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes feel temporary happiness,sale Causes feel temporary happiness,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes not any money,sale Causes not any money,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes ownership goods,sale Causes ownership goods,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes may find buy,sale Causes may find buy,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes stand line,sale Causes stand line,yes,LocatedNear_Causes
sale LocatedNear shop,shop Causes exchange money goods service,sale Causes exchange money goods service,yes,LocatedNear_Causes
street LocatedNear drive,drive Causes tire wear,street Causes tire wear,yes,LocatedNear_Causes
peace LocatedNear love,love Causes envision beautiful world,peace Causes envision beautiful world,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes sad,forget Causes sad,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes embaressment,forget Causes embaressment,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes able use knowledge,forget Causes able use knowledge,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes pain,forget Causes pain,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes not forget,forget Causes not forget,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes realize forgotten,forget Causes realize forgotten,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes slap forehead,forget Causes slap forehead,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes emotional pain,forget Causes emotional pain,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes find key,forget Causes find key,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes benefit lesson learn,forget Causes benefit lesson learn,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes feel satisfy,forget Causes feel satisfy,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes forget why remember,forget Causes forget why remember,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes little forget,forget Causes little forget,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes snap finger,forget Causes snap finger,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes problem,forget Causes problem,yes,LocatedNear_Causes
forget LocatedNear remember,remember Causes able learn new,forget Causes able learn new,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes pee pant,shock Causes pee pant,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes fight,shock Causes fight,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes cause adreneline surge,shock Causes cause adreneline surge,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes scream pass out,shock Causes scream pass out,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes annoyance,shock Causes annoyance,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes accident,shock Causes accident,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes scare person,shock Causes scare person,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes heart attack,shock Causes heart attack,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes heartbeat increase,shock Causes heartbeat increase,yes,LocatedNear_Causes
grief LocatedNear funeral,funeral Causes sadness,grief Causes sadness,yes,LocatedNear_Causes
payment LocatedNear money,money Causes happiness,payment Causes happiness,yes,LocatedNear_Causes
payment LocatedNear money,money Causes stress,payment Causes stress,yes,LocatedNear_Causes
hope LocatedNear pray,pray Causes calm,hope Causes calm,yes,LocatedNear_Causes
hope LocatedNear pray,pray Causes nothing happen,hope Causes nothing happen,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes welcome,please Causes welcome,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes person smile,please Causes person smile,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes goodwill,please Causes goodwill,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes feel appreciate,please Causes feel appreciate,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes thank return,please Causes thank return,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes smile,please Causes smile,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes good feeling,please Causes good feeling,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes feel worthiness,please Causes feel worthiness,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes response welcome,please Causes response welcome,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes emotion,please Causes emotion,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes flatter person,please Causes flatter person,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes make both feel good,please Causes make both feel good,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes communicate feel appreciation,please Causes communicate feel appreciation,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes experience gratitude,please Causes experience gratitude,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes consider polite,please Causes consider polite,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes share good feeling,please Causes share good feeling,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes courtesy perform,please Causes courtesy perform,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes act politeness,please Causes act politeness,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes make feel appreciate,please Causes make feel appreciate,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes person reply welcome,please Causes person reply welcome,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes soften heart,please Causes soften heart,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes reciprocal thank,please Causes reciprocal thank,yes,LocatedNear_Causes
surf LocatedNear internet,internet Causes waste time,surf Causes waste time,yes,LocatedNear_Causes
full LocatedNear food,food Causes no long hungry,full Causes no long hungry,yes,LocatedNear_Causes
full LocatedNear food,food Causes not starve,full Causes not starve,yes,LocatedNear_Causes
full LocatedNear food,food Causes not fear hunger,full Causes not fear hunger,yes,LocatedNear_Causes
full LocatedNear food,food Causes aren't hungry,full Causes aren't hungry,yes,LocatedNear_Causes
full LocatedNear food,food Causes not hungry,full Causes not hungry,yes,LocatedNear_Causes
degree LocatedNear desk,desk Causes fun,degree Causes fun,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes human body becokme clean,bubble Causes human body becokme clean,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes become clean,bubble Causes become clean,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes become wet,bubble Causes become wet,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes use soap,bubble Causes use soap,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes get wet clean,bubble Causes get wet clean,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes skin little oil,bubble Causes skin little oil,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes run out soap,bubble Causes run out soap,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes clean baby,bubble Causes clean baby,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes get cleaner,bubble Causes get cleaner,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes tension ease,bubble Causes tension ease,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes need towel,bubble Causes need towel,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes use water,bubble Causes use water,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes smell sweet,bubble Causes smell sweet,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes smell little,bubble Causes smell little,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes will drown,bubble Causes will drown,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes not fuck smell,bubble Causes not fuck smell,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes dirt go away,bubble Causes dirt go away,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes wet tub,bubble Causes wet tub,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes relaxation cleanliness,bubble Causes relaxation cleanliness,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes dirt remove pore,bubble Causes dirt remove pore,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes clean relax,bubble Causes clean relax,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes get dog clean,bubble Causes get dog clean,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes clean smell good,bubble Causes clean smell good,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes ring around tub,bubble Causes ring around tub,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes get fresh,bubble Causes get fresh,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes personal cleanliness,bubble Causes personal cleanliness,yes,LocatedNear_Causes
bubble LocatedNear bath,bath Causes hygeine improve,bubble Causes hygeine improve,yes,LocatedNear_Causes
permit LocatedNear drive,drive Causes get place another,permit Causes get place another,yes,LocatedNear_Causes
sunshine LocatedNear sun,sun Causes light,sunshine Causes light,yes,LocatedNear_Causes
sunshine LocatedNear sun,sun Causes heat,sunshine Causes heat,yes,LocatedNear_Causes
sunshine LocatedNear sun,sun Causes wrinkle,sunshine Causes wrinkle,yes,LocatedNear_Causes
sunshine LocatedNear sun,sun Causes sunburn,sunshine Causes sunburn,yes,LocatedNear_Causes
sunshine LocatedNear sun,sun Causes life earth,sunshine Causes life earth,yes,LocatedNear_Causes
sunshine LocatedNear sun,sun Causes sun tan,sunshine Causes sun tan,yes,LocatedNear_Causes
salary LocatedNear work,work Causes earn paycheck,salary Causes earn paycheck,yes,LocatedNear_Causes
salary LocatedNear work,work Causes make enough money fee yourself,salary Causes make enough money fee yourself,yes,LocatedNear_Causes
salary LocatedNear work,work Causes bank account increase,salary Causes bank account increase,yes,LocatedNear_Causes
salary LocatedNear work,work Causes prosperity,salary Causes prosperity,yes,LocatedNear_Causes
salary LocatedNear work,work Causes buy house,salary Causes buy house,yes,LocatedNear_Causes
escape LocatedNear fire,fire Causes firefighter go action,escape Causes firefighter go action,yes,LocatedNear_Causes
escape LocatedNear fire,fire Causes anomalous behaviour,escape Causes anomalous behaviour,yes,LocatedNear_Causes
bribe LocatedNear money,money Causes debt,bribe Causes debt,yes,LocatedNear_Causes
bribe LocatedNear money,money Causes stress,bribe Causes stress,yes,LocatedNear_Causes
edge LocatedNear fall,fall Causes damage body,edge Causes damage body,yes,LocatedNear_Causes
edge LocatedNear fall,fall Causes laceration,edge Causes laceration,yes,LocatedNear_Causes
edge LocatedNear fall,fall Causes contact,edge Causes contact,yes,LocatedNear_Causes
edge LocatedNear fall,fall Causes gravity kick,edge Causes gravity kick,yes,LocatedNear_Causes
edge LocatedNear fall,fall Causes extensive bruise,edge Causes extensive bruise,yes,LocatedNear_Causes
now LocatedNear time,time Causes wet,now Causes wet,yes,LocatedNear_Causes
spark LocatedNear fire,fire Causes firefighter go action,spark Causes firefighter go action,yes,LocatedNear_Causes
platter LocatedNear food,food Causes not fear hunger,platter Causes not fear hunger,yes,LocatedNear_Causes
cost LocatedNear money,money Causes debt,cost Causes debt,yes,LocatedNear_Causes
cost LocatedNear money,money Causes little money,cost Causes little money,yes,LocatedNear_Causes
cost LocatedNear money,money Causes stress,cost Causes stress,yes,LocatedNear_Causes
interview LocatedNear talk,talk Causes exchange idea,interview Causes exchange idea,yes,LocatedNear_Causes
interview LocatedNear talk,talk Causes distraction,interview Causes distraction,yes,LocatedNear_Causes
interview LocatedNear talk,talk Causes not listen,interview Causes not listen,yes,LocatedNear_Causes
interview LocatedNear talk,talk Causes communicate idea experience,interview Causes communicate idea experience,yes,LocatedNear_Causes
interview LocatedNear talk,talk Causes look like idiot,interview Causes look like idiot,yes,LocatedNear_Causes
interview LocatedNear talk,talk Causes obtain information,interview Causes obtain information,yes,LocatedNear_Causes
