Premise 1,Premise 2,Inferred,Gemini Response,Pattern
religion InheritsFrom human,human AtLocation company other human,religion AtLocation company other human,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation library,religion AtLocation library,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation motel,religion AtLocation motel,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation park,religion AtLocation park,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation society,religion AtLocation society,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation cuba,religion AtLocation cuba,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation austria,religion AtLocation austria,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation egypt,religion AtLocation egypt,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation alberta,religion AtLocation alberta,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation utah,religion AtLocation utah,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation workplace,religion AtLocation workplace,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation greek tragedy,religion AtLocation greek tragedy,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation pool,religion AtLocation pool,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation jail,religion AtLocation jail,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation every inhabit place earth,religion AtLocation every inhabit place earth,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation everywhere earth,religion AtLocation everywhere earth,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation zoo,religion AtLocation zoo,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation pain,religion AtLocation pain,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation distress,religion AtLocation distress,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation pajamas,religion AtLocation pajamas,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation coma,religion AtLocation coma,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation gboat,religion AtLocation gboat,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation boat,religion AtLocation boat,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation bank,religion AtLocation bank,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation office build,religion AtLocation office build,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation bath,religion AtLocation bath,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation chair,religion AtLocation chair,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation any climate,religion AtLocation any climate,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation humanity,religion AtLocation humanity,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation theater,religion AtLocation theater,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation theatre,religion AtLocation theatre,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation subway,religion AtLocation subway,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation bar,religion AtLocation bar,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation crowd street,religion AtLocation crowd street,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation asia,religion AtLocation asia,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation any continent except antartica,religion AtLocation any continent except antartica,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation emotional distress,religion AtLocation emotional distress,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation toil,religion AtLocation toil,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation yet another predicament,religion AtLocation yet another predicament,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation many place,religion AtLocation many place,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation woman man,religion AtLocation woman man,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation phone booth,religion AtLocation phone booth,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation airport,religion AtLocation airport,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation farm,religion AtLocation farm,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation internet cafe,religion AtLocation internet cafe,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation heart,religion AtLocation heart,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation liver,religion AtLocation liver,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation work enviornment,religion AtLocation work enviornment,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation motion,religion AtLocation motion,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation space shuttle,religion AtLocation space shuttle,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation spa,religion AtLocation spa,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation bathtub,religion AtLocation bathtub,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation new orlean,religion AtLocation new orlean,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation gravesite,religion AtLocation gravesite,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation funeral,religion AtLocation funeral,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation wed,religion AtLocation wed,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation gym,religion AtLocation gym,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation hotel,religion AtLocation hotel,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation universe,religion AtLocation universe,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation street,religion AtLocation street,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation hurry,religion AtLocation hurry,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation mortuary,religion AtLocation mortuary,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation deep think,religion AtLocation deep think,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation every crevice earth,religion AtLocation every crevice earth,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation any place go,religion AtLocation any place go,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation bus,religion AtLocation bus,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation urban suburban area,religion AtLocation urban suburban area,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation emotion,religion AtLocation emotion,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation turmoil,religion AtLocation turmoil,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation plane,religion AtLocation plane,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation band,religion AtLocation band,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation wal-mart supercenter,religion AtLocation wal-mart supercenter,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation strip club,religion AtLocation strip club,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation elevator,religion AtLocation elevator,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation form human condition,religion AtLocation form human condition,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation healthy relationship,religion AtLocation healthy relationship,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation diverse situation,religion AtLocation diverse situation,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation every part world,religion AtLocation every part world,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation place world,religion AtLocation place world,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation china,religion AtLocation china,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation room,religion AtLocation room,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation any part world,religion AtLocation any part world,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation outer space,religion AtLocation outer space,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation prison,religion AtLocation prison,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation restroom,religion AtLocation restroom,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation temperate climate,religion AtLocation temperate climate,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation harm,religion AtLocation harm,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation every place,religion AtLocation every place,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation near house,religion AtLocation near house,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation family,religion AtLocation family,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation agony,religion AtLocation agony,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation movie,religion AtLocation movie,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation dress shop,religion AtLocation dress shop,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation ufo,religion AtLocation ufo,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation movies,religion AtLocation movies,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation wet suit,religion AtLocation wet suit,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation control machine,religion AtLocation control machine,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation own home,religion AtLocation own home,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation cowboy suit,religion AtLocation cowboy suit,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation control destiny,religion AtLocation control destiny,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation own home someday,religion AtLocation own home someday,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation michigan,religion AtLocation michigan,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation bakery,religion AtLocation bakery,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation good mook,religion AtLocation good mook,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation good mood,religion AtLocation good mood,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation red wing jersey,religion AtLocation red wing jersey,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation gallery open,religion AtLocation gallery open,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation redwing jersey,religion AtLocation redwing jersey,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation cornfield,religion AtLocation cornfield,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation mini van,religion AtLocation mini van,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation basement,religion AtLocation basement,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation canoe,religion AtLocation canoe,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation populate city,religion AtLocation populate city,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation driver seat car,religion AtLocation driver seat car,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation detroit,religion AtLocation detroit,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation mexico,religion AtLocation mexico,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation new jersey,religion AtLocation new jersey,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation international space station,religion AtLocation international space station,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation downtown,religion AtLocation downtown,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation part globe,religion AtLocation part globe,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation office building,religion AtLocation office building,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation factory,religion AtLocation factory,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation graveyard,religion AtLocation graveyard,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation command,religion AtLocation command,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation urban area,religion AtLocation urban area,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation circus,religion AtLocation circus,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation conclave,religion AtLocation conclave,yes,InheritsFrom_AtLocation
